"","x"
"1107","Chicago, IL"
"1108","San Diego, CA"
"1109","DuranYork Ciudad Mágica "
"1110","Xalapa, Veracruz, Mexico"
"1111","Sinaloa, México"
"1112","Chicago, IL"
"1113","Florida, USA"
"1114","North Chicago, IL"
"1115","México"
"1116","Kingston, TN"
"1117","Privet Drive. Numero 4."
"1118","Waterloo, Ontario"
"1119","Hermosillo, Sonora"
"1120","Pittsburgh, PA"
"1121","Saltillo, Coahuila"
"1122","Aguascalientes, México"
"1123","Aguascalientes, México"
"1124","México"
"1125","Sonora, México"
"1126","Mexico"
"1127","Orange CA"
"1128","Aguascalientes"
"1129","Valencia/Pto. Ordaz, Venezuela"
"1130","Escuinapa, Sinaloa."
"1131","Oaxaca de Juárez, Oaxaca"
"1132","Distrito Federal, México"
"1133","México D.F."
"1134","Por ahi"
"1135","Houston"
"1136","Santiago, Chile"
"1137","Illinois, USA"
"1138","Silver Spring, MD"
"1139","Quito"
"1140","México"
"1141","773"
"1142","Hogwarts"
"1143","República Independiente de Nue"
"1144","Phoenix, AZ"
"1145","Alabama"
"1146","United States"
"1147","Evanston, IL"
"1148","Qro"
"1149","Instituto de Med Tropical, UCV"
"1150","Monterrey, Nuevo León"
"1151","Sabinas,Coahuila,México"
"1152","Chicago, IL"
"1153","Juárez, Chihuahua"
"1154","Sao Paulo, Brasil"
"1155","Chicago, IL"
"1156","Spokane, WA"
"1157","Costa Rica"
"1158","leon"
"1159","Guadalajara Jalisco"
"1160","Puebla, Pue., México"
"1161","Sinaloa, México"
"1162","Ciudad de México"
"1163","mexico"
"1164","México"
"1165","Columbus, OH"
"1166","Mx-Qc"
"1167","País de la Eterna Hueveadera"
"1168","Minnesota"
"1169","Texcoco, México"
"1170","Costa Rica"
"1171","San Diego, CA, USA, Earth"
"1172","Texcoco"
"1173","Los Angeles, CA"
"1174","Distrito Federal, México"
"1175","Ciudad de Guatemala."
"1176","Indiana"
"1177","México"
"1178","Kansas City"
"1179","Iron Mountain, Mi"
"1180","Hermosillo Sonora"
"1181","México, D.F."
"1182","North Carolina, USA"
"1183","Guatemala"
"1184","Paseos de Taxqueña, Coyoacán"
"1185","México"
"1186","Florida, USA"
"1187","Ponce PR"
"1188","México"
"1189","Los Cabos, Baja California Sur"
"1190","Louisiana, USA "
"1191","CDMX, Metepec, Apaxco"
"1192","United States"
"1193","Médico"
"1194","Miami, Florida, USA"
"1195","México"
"1196","Lomas de Padierna, Tlalpan"
"1197","México"
"1198","Chicago, IL"
"1199","Barranquilla, Colombia "
"1200","United States"
"1201","Tijuana, Baja California"
"1202","Othón P. Blanco, Quintana Roo"
"1203","Saltillo,Coahuila,mexico"
"1204","Playas de Rosarito, Baja Calif"
"1205","Ciudad de México"
"1206","Chile"
"1207","Antofagasta, Chile"
"1208","Querétaro, México"
"1209","ÜT: 8.562713,-71.198152"
"1210","New York"
"1211","Hermosillo, sonora."
"1212","Sahuaripa"
"1213","Xalapa, Veracruz. México"
"1214","Medellin"
"1215","México"
"1216","Ciudad de México, México"
"1217","San Francisco, CA"
"1218","Sun city"
"1219","Wisconsin"
"1220","#PNW"
"1221","Wilmington, Delaware"
"1222","cardenas.rodrigo@hotmail.com"
"1223","Corpus Christi, TX"
"1224","Puebla, México"
"1225","San Luis Potosí, SLP"
"1226","Columbus, OH"
"1227","Brazil, IN"
"1228","México"
"1229","Mazatlán, Sinaloa"
"1230","Carbondale, IL"
"1231","Earth"
"1232","Venezuela"
"1233","México"
"1234","Uninorte "
"1235","Cd. Juárez, Chihuahua"
"1236","Heredia, Costa Rica"
"1237","Maracay Venezuela"
"1238","Tampa, FL"
"1239","Cd. Obregon, Sonora, Mexico"
"1240","Monterrey"
"1241","Manchester"
"1242","Puebla / Veracruz"
"1243","México"
"1244","Distrito Federal"
"1245","McMaster University"
"1246","Sybaris"
"1247","Mexico"
"1248","Miami, FL"
"1249","Corpus Christi, TX"
"1250","Houston, TX"
"1251","Guanajuato, Mexico"
"1252","Rionegro, Antioquia"
"1253","Oaxaca de Juárez, Oaxaca"
"1254","Toluca, Estado de México"
"1255","Tlaxcala, México"
"1256","Lerma, México"
"1257","Pittsburgh, PA"
"1258","México"
"1259","Onamia, MN"
"1260","Moorestown, NJ"
"1261","México"
"1262","Tultitlán, México"
"1263","Ciudad Maravillosa"
"1264","Loja"
"1265","Guadalajara, Jalisco"
"1266","Reno, NV"
"1267","Monterrey, Nuevo León"
"1268","Minot, ND"
"1269","Venezuela"
"1270","Houston"
"1271","Guanajuato, México"
"1272","Oaxaca, Mexico"
"1273","Boston, MA"
"1274","San José, Costa Rica"
"1275","Ecuador"
"1276","Guelph, Ontario"
"1277","Wairarapa,, New Zealand"
"1278","Costa Rica"
"1279","San Luis Potosí, México"
"1280","Thorofare, NJ"
"1281","Santiago, Chile"
"1282","Monterrey, Nuevo Leon, Mexico"
"1283","Spokane, WA"
"1284","MTY"
"1285","Cd. Valles, SLP"
"1286","Mobile, AL"
"1287","Boulder, CO"
"1288","Coyoacán, Distrito Federal"
"1289","Querétaro Arteaga, México"
"1290","FacMed"
"1291","Ciudad Madero,Tamaulipas"
"1292","México"
"1293","En mi mundito de amor"
"1294","Monterrey, Nuevo León"
"1295","Spokane, Washington"
"1296","México, Distrito Federal"
"1297","Monterrey, Nuevo León"
"1298","México"
"1299","Oaxaca, México"
"1300","Ciudad valles, San Luis Potosí"
"1301","Tampico, Tamaulipas"
"1302","Coahuila de Zaragoza, México"
"1303","Somewhere over the rainbow"
"1304","Guanajuato"
"1305","Quito, Ecuador"
"1306","Lima, Peru"
"1307","Ciénega de Flores, Nuevo León"
"1308","OH USA"
"1309","Arandas,Jalisco,Mexico"
"1310","Hermosillo, Sonora"
"1311","Tuxtla Gutiérrez"
"1312","DC suburb"
"1313","México D.F."
"1314","Guayaquil, Ecuador"
"1315","Moscow, ID"
"1316","Mexico City, CDMX"
"1317","La Habana Cuba"
"1318","GEORGIA"
"1319","San Antonio, TX"
"1320","Habitante de CU"
"1321","North Andover, MA"
"1322","Ciudad de México"
"1323","Amsterdam London Chicago NYC L.A."
"1324","Coyoacán, Distrito Federal"
"1325","Distrito Federal, México"
"1326","aqui"
"1327","Mexico"
"1328","Anzoátegui, Venezuela"
"1329","Dominican Republic"
"1330","Navega'a 100% Margariteña!    "
"1331","Ciudad Autónoma de Buenos Aire"
"1332","Xalapa, Veracruz"
"1333","Piedras Negras, Mexico"
"1334","who knows"
"1335","Wonderland"
"1336","Harlem, NYC"
"1337","Venezuela"
"1338","Ciudad de México"
"1339","  <U+263D>a film of Kubrick<U+263E> {<U+6211><U+771F><U+7684><U+60F3><U+6B7B>}<U+2661>"
"1340","Aragon, Spain"
"1341","Ensenada, B.C. México."
"1342","Siria // México"
"1343","Virginia, USA"
"1344","Saltillo, Coahuila. México "
"1345","Washington, DC"
"1346","Colombia"
"1347","New York, NY"
"1348","venezuela"
"1349","México"
"1350","León, Guanajuato"
"1351","Reno"
"1352","México"
"1353","Ithaca, New York"
"1354","Veracruz,México"
"1355","Guadalajara, Jalisco"
"1356","San Luis Potosí, México"
"1357","Rep. Dominicana"
"1358","Manta, Ecuador"
"1359","Israel."
"1360","El Tigre/Bolívar"
"1361","Toluca-Puebla, México"
"1362","Toronto"
"1363"," República Dominicana"
"1364","Mexico, D.F"
"1365","Mexique"
"1366","Minot, ND"
"1367","Mexico DF "
"1368","México"
"1369","EN ALGUN LUGAR DEL MUNDO."
"1370","Monterrey, Mexico"
"1371","Portland, ME"
"1372","Antártica Chilena"
"1373","Torreón, Coahuila de Zaragoza"
"1374","Toluca, México "
"1375","Troya"
"1376","Portoviejo-Manabi-Ecuador"
"1377","CDMX/MTY"
"1378","México"
"1379","Mexico"
"1380","Aurora, Illinois"
"1381","Por ahora en Barcelona <U+0001F62C>"
"1382","Zapopan"
"1383","Boca del Rio, México"
"1384","Cancún Quintana Roo"
"1385","(10.9191598,-74.7640520)"
"1386","Brisbane, Australia"
"1387","DF"
"1388","Guerrero, México"
"1389","Mexico"
"1390","The District. "
"1391","Minneapolis, MN"
"1392","CDMX"
"1393","Mex-Singapore... everywhere"
"1394","bermeo -bilbao"
"1395","En algun lugar del mundo"
"1396","Cancún Qroo"
"1397","Cincinnati, OH"
"1398","Imperio de Cristal. DF. México"
"1399","United States"
"1400","Atlacomulco, México"
"1401","Guadalajara, Jalisco"
"1402","Venezuela"
"1403","Guayaquil Ecuador"
"1404","Venezuela"
"1405","Porlamar, Venezuela"
"1406","Boca del Río, Veracruz de Igna"
"1407","Gotham City"
"1408","Chetumal, Quintana Roo"
"1409","Mexico"
"1410","Texas, USA"
"1411","quete"
"1412","MEXICO D.F."
"1413","Mexico DF"
"1414","Mexico"
"1415","La Tenochtitlán sumergida"
"1416","México"
"1417","Playa del Carmen, Mexico"
"1418","Paraguay"
"1419","México."
"1420","Sonora"
"1421","Guanajuato, México"
"1422","Chicago/Washington D.C."
"1423","La ciudad de la furia"
"1424","Poza Rica Veracruz"
"1425","Ah! me caga la gente creída..."
"1426","Mexico"
"1427","New York, USA"
"1428","Santiago, Chile"
"1429","León, Gto. México"
"1430","México"
"1431","Washington, DC"
"1432","Oaxaca | Puebla"
"1433","Smallville, MX"
"1434","Guanajuato, México"
"1435","29.042434,-110.956669"
"1436","Guasave, Sinaloa"
"1437","Celaya, Gto."
"1438","Cusco - Perú"
"1439","Mexico"
"1440","Myrtle Beach, SC"
"1441","ciudad de mexico"
"1442","veracruuuz"
"1443","MAZATLAN,SINALOA. MEXICO D.F."
"1444","DFctuoso"
"1445","Nuevo León, México"
"1446","Hermosillo, Sonora"
"1447","Mexico"
"1448","Lima, Perú"
"1449","México"
"1450","R1GyO  <U+0001F469><U+0001F3FB><U+200D><U+2695><U+FE0F><U+0001F930><U+0001F3FB><U+0001F931><U+0001F3FB>"
"1451","Minot, ND"
"1452","Bismarck, North Dakota"
"1453","Mexicali, Baja California"
"1454","CDMX"
"1455","Hogwarts"
"1456","Venezuela"
"1457","Mérida, Yucatán"
"1458","Colima, México"
"1459","Mexico City"
"1460","Everywhere"
"1461","Villahermosa Tabasco"
"1462","Ciudad de México"
"1463","Chicago, IL"
"1464","Ciudad de México"
"1465","México"
"1466","Soledad de Graciano Sánchez"
"1467","Ciudad de México"
"1468","Inferno"
"1469","Chilpancingo"
"1470","CDMX"
"1471","México"
"1472","México"
"1473","Monterrey, Nuevo León"
"1474","DF"
"1475","Hermosillo, Sonora"
"1476","Wisteria Lane"
"1477","Loja"
"1478","Mexico DF"
"1479","México"
"1480","Santiago, Chile"
"1481","Chihuahua, México"
"1482","Mexico"
"1483","<U+0001F1F2><U+0001F1FD>"
"1484","Bridgewater, NJ"
"1485","Sioux City, Iowa"
"1486","Columbus, OH"
"1487","Scotland"
"1488","San Diego"
"1489","United States"
"1490","Florida, USA"
"1491","Brooklyn"
"1492","ÜT: 42.37647,-72.500498"
"1493","Memphis, TN"
"1494","riyadh "
"1495","Guadalajara, Jalisco"
"1496","San Jose, CA"
"1497","Santa Clara, CA"
"1498","Kampala"
"1499","Toronto"
"1500","São Luís-MA/Toronto-ON"
"1501","Atlanta, GA"
"1502","Marysville, Kansas"
"1503","County Galway, Ireland"
"1504","Gaithersburg, MD"
"1505","Los Angeles, CA"
"1506","Coyoacán, Distrito Federal"
"1507","National City, CA."
"1508","Valencia, PA"
"1509","Cincinnati, OH"
"1510","Durango, México"
"1511","Chicago, IL"
"1512","Quintana Roo, México"
"1513","Central Wisconsin"
"1514","St Louis, MO"
"1515","United States"
"1516","north tonawanda"
"1517","Dallas, Texas"
"1518","Scotland "
"1519","Santa Cruz, CA"
"1520","United States"
"1521","East Midlands, England"
"1522","Tempe, AZ"
"1523","Guadalajara mexico"
"1524","Mexico"
"1525","Los Mochis, Sinaloa. MÉXICO."
"1526","Waxahachie, Texas"
"1527","Cincinnati, OH"
"1528","Copenhagen"
"1529","Decatur, IL"
"1530","Miguel Hidalgo"
"1531","Cincinnati, OH"
"1532","Guadalajara Jalisco, México"
"1533","Grand Blanc, MI"
"1534","Culiacán, Sinaloa"
"1535","Boca Raton, FL"
"1536","Tlalpan, Distrito Federal"
"1537","Tepic, Nayarit"
"1538","Belfast, Northern Ireland"
"1539","Pachuca de Soto, Hidalgo"
"1540","Huntington Beach, CA"
"1541","Zapopan, Jalisco"
"1542","Mexico City"
"1543","Portland, OR"
"1544","United States"
"1545","Neosho, MO"
"1546","Culiacán, Sinaloa"
"1547","USA"
"1548","Kokomo"
"1549","Rivers, Manitoba, Canada"
"1550","Atlanta, GA"
"1551","North Carolina"
"1552","San Luis Potosí, México"
"1553","South Carolina, USA"
"1554","Guadalajara, Jalisco"
"1555","Lincoln, NE"
"1556","Irvington, NJ"
"1557","Tepic, Nayarit"
"1558","San Luis Potosí, México"
"1559","Northwest Arkansas"
"1560","Crow Country"
"1561","Monterrey, México."
"1562","San Luis Potosí"
"1563","Ottawa, Ontario"
"1564","Hidalgo, México"
"1565","Caguas, Puerto Rico"
"1566","Ny "
"1567","Mexico"
"1568","Pachuca, Hidalgo"
"1569","Central USA"
"1570","Dayton, OH"
"1571","culiacan sinaloa"
"1572","Salt Lake City, UT"
"1573","Naucalpan de Juárez, México"
"1574","Donaghmoyne Co Monaghan"
"1575","Jalisco"
"1576","Buffalo, NY"
"1577","Toluca, México"
"1578","Rocky Hill, CT"
"1579","Pachuca Hidalgo, México "
"1580","Urbandale, IA"
"1581","Kansas"
"1582","Michigan"
"1583","Culiacán, Sinaloa, México."
"1584","Massachusetts, USA"
"1585","Chicago, IL"
"1586","Pachuca, Hgo."
"1587","Hidalgo, México"
"1588","Canada"
"1589","Aguascalientes"
"1590","Zachary, LA"
"1591","Vacaville, CA"
"1592","Northern Georgia"
"1593","Boston, USA"
"1594","Washington, DC"
"1595","NYC"
"1596","San Luis Potosí, SLP, México"
"1597","Utah, USA"
"1598","Bethesda, MD"
"1599","Mexico "
"1600","Indonesia"
"1601","Baltimore, MD"
"1602","Salt Lake City, UT"
"1603","Bloomington, Indiana"
"1604","Marietta, GA"
"1605","Billings, MT"
"1606","New Berlin, WI"
"1607","Denmark"
"1608","Washington, MI"
"1609","US"
"1610","Toluca, México"
"1611","Guadalajara, Jalisco"
"1612","Mexico"
"1613","Marysville, Kansas"
"1614","Dublin City, Ireland"
"1615","Miami, FL"
"1616","New Jersey, USA"
"1617","Lee's Summit, MO"
"1618","Guadalajara, Jalisco"
"1619","Poza Rica, Veracruz, México"
"1620","Xalapa"
"1621","London, England"
"1622","New York, NY"
"1623","731 Highway 35 Ocean, NJ 07712"
"1624","Texas, USA"
"1625","Wisconsin, USA"
"1626","Guaymas, Sonora"
"1627","Newark, Ohio"
"1628","Scotland"
"1629","Connecticut, USA"
"1630","Italia"
"1631","USA"
"1632","Corpus Christi - Texas"
"1633","Toronto, Ontario"
"1634","Limerick, Ireland"
"1635","Calhoun, GA"
"1636","Baltimore, MD"
"1637","West Caldwell, NJ"
"1638","in a desert"
"1639","Ottawa, Canada"
"1640","Ireland"
"1641","Dublin, Ireland"
"1642","Frisco, Texas"
"1643","Rochester, NY"
"1644","University of Arkansas, USA"
"1645","Michigan, USA"
"1646","Tulancingo, Hidalgo. México"
"1647","Silver Spring, MD"
"1648","St Clair Shores, MI"
"1649","Greensboro, NC"
"1650","Murray, UT"
"1651","Sarasota, FL"
"1652","Milwaukee"
"1653","Washington, DC"
"1654","San Luis Potosí"
"1655","Torreón"
"1656","Ahoskie, NC"
"1657","Michigan, USA"
"1658","Whitehall, MI"
"1659","San Luis Potosi, Mexico"
"1660","Rochester, MI"
"1661","Denver"
"1662","mexico"
"1663","United States"
"1664","Finland"
"1665","Ottawa, Ontario, Canada"
"1666","Harrisburg, PA"
"1667","Sioux City, IA"
"1668","Latinoamérica"
"1669","Ottawa, Canada"
"1670","Nashville, TN Area"
"1671","Falls Church, VA"
"1672","New York, USA"
"1673","san salvador"
"1674","Bethesda, Maryland"
"1675","Monterrey, Nuevo León"
"1676","United States"
"1677","Minneapolis"
"1678","Monterrey, Nuevo León"
"1679","North Brunswick, NJ"
"1680","United States"
"1681","Oakland County, Mi"
"1682","earth"
"1683","Appleton, WI"
"1684","Winfield, KS"
"1685","Kansas City, USA"
"1686","Tampico, Tamaulipas"
"1687","Indianapolis, IN"
"1688","Palm Bay, FL."
"1689","Needham,  MA"
"1690","Feira de Santana "
"1691","Glasgow, Scotland"
"1692","Levittown, USA"
"1693","Melbourne, Australia"
"1694","Trinidad"
"1695","Canada"
"1696","Melbourne, Australia"
"1697","Malta"
"1698","Olympus Mons, Mars. "
"1699","Nashville"
"1700","Nashville, TN"
"1701","Denmark"
"1702","Atlantis"
"1703","Saturn"
"1704","México DF"
"1705","Ireland"
"1706","Worldwide"
"1707","Morocco"
"1708","Singapore"
"1709","Melbourne, Victoria"
"1710","Las Vegas"
"1711","Nowhere"
"1712","Australia"
"1713","SAN DIEGO"
"1714","Behind you..."
"1715","behind you."
"1716","SOLO D I O S BASTA <U+0001F6D0>"
"1717","NJ"
"1718","Mexico DF"
"1719","San Francisco, CA"
"1720","Kuala Lumpur Federal Territory, Malaysia"
"1721","California, USA"
"1722","Sonora, México"
"1723","Los Angeles, CA"
"1724","Champlin, MN"
"1725","Portland, OR"
"1726","Mazatlan, Sinaloa, Mexico"
"1727","Alaska"
"1728","Wendell Idaho "
"1729","Xalapa - Veracruz - CDMX"
"1730"," Lake Charles, LA"
"1731","United States"
"1732","Los Angeles, CA"
"1733","México"
"1734","Seattle, WA"
"1735","Ahmadabad City, India"
"1736","St Joseph, MO"
"1737","Cuernavaca, Morelos"
"1738","Kansas City, MO"
"1739","Tilted Towers "
"1740","Italy"
"1741","Costa Rica"
"1742","Puyallup, WA"
"1743","Nigeria"
"1744","Newburgh, IN"
"1745","Silver Spring, MD"
"1746","Bajo el agua"
"1747","Midwest/USA"
"1748","Ontario, CA"
"1749","Auburn Hills, MI"
"1750","Colorado"
"1751","Los Angeles, CA"
"1752","Mexico"
"1753","Washington, DC"
"1754","United States"
"1755","In my Maxima"
"1756","United States"
"1757","San Luis Potosi, México"
"1758","Durango, Mexico"
"1759","Guadalajara, Jal. Mexico"
"1760","Indiana"
"1761","Mexico"
"1762","University of Guelph"
"1763","Commack and Stony Brook, NY"
"1764","New York, USA"
"1765","Martinsville, IN"
"1766","Philadelphia, PA"
"1767","St Joseph, MO"
"1768","Indianapolis, IN"
"1769","Minnesota"
"1770","Pachuca"
"1771","Seattle, WA"
"1772","Minnesota"
"1773","Texas, USA"
"1774","Minnesota, USA"
"1775","Columbus, OH"
"1776","Rochester and Minneapolis, MN"
"1777","Culiacán, Sinaloa."
"1778","Elk River, Minnesota"
"1779","San Luis Potosí, México"
"1780","New Lenox, IL"
"1781","Oklahoma City, OK"
"1782","Torreón, Coahuila, México"
"1783","México, DF."
"1784","Dayton, OH"
"1785","<U+0001F49E>Carless Forever<U+0001F49E>"
"1786","Coahuila de Zaragoza, México"
"1787","Barrington, RI"
"1788","Ankeny, Iowa"
"1789","in my head."
"1790","Tarheel State"
"1791","Victoria, British Columbia"
"1792","Dayton, Ohio"
"1793","Maine, USA"
"1794","Cleveland"
"1795","US"
"1796","México, Distrito Federal"
"1797","Idaho, USA"
"1798","Calgary, Alberta"
"1799","Mexico City"
"1800","AZ."
"1801","Edificio Administrativo"
"1802","United States"
"1803","Piedras Negras Coahuila México"
"1804","Manila, Philippines"
"1805","México"
"1806","United States"
"1807","México, Distrito Federal"
"1808","Mexico, D.F."
"1809","California, USA"
"1810","United States"
"1811","canada"
"1812","Minnesota, Florida, Arizona"
"1813","CDMX"
"1814","Horace"
"1815","Tennessee, USA"
"1816","San Luis Potosí, México"
"1817","Coyoacán, Distrito Federal"
"1818","New York City, NY"
"1819","Alberta"
"1820","San Francisco Bay Area"
"1821","MX"
"1822","Fishers, IN"
"1823","Plymouth, MA"
"1824","Charleston South Carolina USA"
"1825","Joplin, MO"
"1826","Joplin, MO"
"1827","Guadalajara, Jalisco"
"1828","Pennsylvania, USA"
"1829","DF"
"1830","ÜT: 20.6041055,-103.4491314"
"1831","Guadalajara, Jalisco"
"1832","Guadalajara, Jalisco"
"1833","Montclair, NJ"
"1834","MEXICO, D.F."
"1835","San Luis Potosí, México"
"1836","México"
"1837","Mexico"
"1838","Santiago Metropolitan Region"
"1839","Mexico"
"1840","STL-MHK"
"1841","Moose Jaw, SK"
"1842","Gillette, WY"
"1843","Earth"
"1844","South East, England"
"1845","Hidalgo, Pachuca de Soto"
"1846","McAllen, TX"
"1847","Kansas City, MO"
"1848","Medellín"
"1849","St. Charles, MO"
"1850","New York City"
"1851","Pittsburgh (aka ""Iceburgh""),PA"
"1852","Methuen, MA"
"1853","Houston, TX (and well beyond)"
"1854","CDMX"
"1855","Humboldt, Saskatchewan"
"1856","Costa Rica"
"1857","Colima"
"1858","Norfolk, Virginia"
"1859","Manzanillo, Colima"
"1860","Farmington, MO"
"1861","México"
"1862","Toluca, Estado de México."
"1863","Pachuca de Soto, Hidalgo"
"1864","Manhattan, Kansas"
"1865","Pueblo, CO"
"1866","Murrieta, CA"
"1867","Toronto"
"1868","Santa María Atzompa, Oaxaca"
"1869","Fargo, ND"
"1870","Nebraska"
"1871","Monterrey, N.L., México"
"1872","Kansas City, MO"
"1873","San Diego, CA"
"1874","Madrid"
"1875","Kansas City, MO"
"1876","Tuxtepec, Oaxaca"
"1877","Monterrey, Nuevo León"
"1878","Saltillo, Coahuila de Zaragoza"
"1879","Canada"
"1880","San Luis Potosí, México"
"1881","Atlacomulco, México"
"1882","Delaware-ish"
"1883","Kansas City, MO"
"1884","Berkeley, CA"
"1885","Kansas City, Mo."
"1886","st. louis area"
"1887","Lake Mary, FL"
"1888","Norwood, MA"
"1889","Denmark"
"1890","Kansas, USA"
"1891","Edwards, CO"
"1892","Culiacán, Sinaloa"
"1893","Austin, TX"
"1894","Xalapa"
"1895","México"
"1896","Chilpancingo de los Bravo"
"1897","Acatlán, Hidalgo"
"1898","CIUDAD DE MÉXICO."
"1899","Washington, DC"
"1900","Orillia, Ontario"
"1901","Guadalajara, Jalisco"
"1902","Wallingford, PA"
"1903","Monterrey, Nuevo León"
"1904","Home, Denmark"
"1905","Earth"
"1906","Monterrey Nuevo León México"
"1907","Downpatrick, Ireland"
"1908","Farmington, MO"
"1909","New York"
"1910","Tennessee, USA"
"1911","Pachuca de Soto, Hidalgo"
"1912","Newark, DE"
"1913","livin in the 503 happily."
"1914","Pachuca, Hidalgo, México"
"1915","Billings, MT 59101"
"1916","Mexico D.F."
"1917","Milwaukee, Wisconsin"
"1918","Zacatecas, Zacatecas."
"1919","Minnesota, USA"
"1920","Austin, TX"
"1921","TOLUCA"
"1922","Denmark"
"1923","Tlaxcala"
"1924","Cuernavaca, Morelos"
"1925","Lansing, MI"
"1926","Zona Metropolitana Guadalajara"
"1927","Midland, MI"
"1928","Santiago, Chile"
"1929","First State"
"1930","South Dakota, USA"
"1931","Guadalajara"
"1932","Guadalajara, México."
"1933","Mukono, Uganda"
"1934","Zapopan, Jalisco"
"1935","Guerrero, México"
"1936","cdc.gov/nceh & atsdr.cdc.gov"
"1937","United States"
"1938","United States"
"1939","m"
"1940","New York"
"1941","Ohio, USA"
"1942","United States"
"1943","Guadalajara, Jalisco"
"1944","Cuernavaca, Morelos"
"1945","Ireland"
"1946","Guadalajara, Mexico"
"1947","River Falls, WI"
"1948","Helsinki, Finland."
"1949","California, USA"
"1950","Tipton, IA"
"1951","New York, NY"
"1952","Texas, USA"
"1953","Crystal Lake, IL"
"1954","Wisconsin, USA"
"1955","Chetumal, QRoo, Mex."
"1956","Central Texas"
"1957","<U+0001F30F>"
"1958","USA"
"1959","México"
"1960","Atlanta, GA"
"1961","St. Louis, MO"
"1962","Iowa, USA"
"1963","Zapopan, Jalisco"
"1964","North Dakota, USA"
"1965","Saltillo, Coahuila"
"1966","Denver"
"1967","México DF"
"1968","Huejutla de Reyes, Hidalgo."
"1969","Carroll, IA"
"1970","Winnipeg, Manitoba"
"1971","Aguascalientes, México."
"1972","Louisville, KY"
"1973","Puebla, México"
"1974","Arkansas, USA"
"1975","México"
"1976","Saltillo, Coahuila"
"1977","Toronto Canada"
"1978","Fort Scott, KS"
"1979","Bessemer, AL"
"1980","Zacatecas, México"
"1981","San Luis Potosi"
"1982","Morelia Michoacan"
"1983","naucalpan"
"1984","Minnesota"
"1985","Midwest"
"1986","United States"
"1987","Toluca, México"
"1988","United States"
"1989","UACJ ICB"
"1990","Harvard University"
"1991","México"
"1992","Paris, France"
"1993","México"
"1994","Harvard University"
"1995","Virginia, USA"
"1996","Ciudad de México, México."
"1997","Guadalajara, Jalisco,México."
"1998","Mérida, Yucatán."
"1999","Toledo, Oh."
"2000","Guadalajara, Jalisco"
"2001","Worldwide"
"2002","Georgia, USA"
"2003","Florida"
"2004","Texas, USA"
"2005","Toronto, Ontario"
"2006","Mexico"
"2007","Omaha, NE"
"2008","New York"
"2009","Minnesota"
"2010","Toluca, México"
"2011","Colima, Mx"
"2012","Boston, MA"
"2013","Denver, CO"
"2014","Nashville, TN"
"2015","Puerto Vallarta, Jalisco"
"2016","Minneapolis, MN"
"2017","Morgan Hill, California"
"2018","Richmond, KY"
"2019","Zacatecas, México"
"2020","Canada"
"2021","New Jersey"
"2022","Canada"
"2023","Rockville, MD"
"2024","Rhode Island, USA"
"2025","Eldorado"
"2026","United States of America"
"2027","Ann Arbor, MI"
"2028","Cleveland, OH"
"2029","Colombia"
"2030","Omaha, NE"
"2031","Virginia, USA"
"2032","Thorofare, NJ"
"2033","Raleigh, NC"
"2034","Massapequa, NY"
"2035","NUEVA ROSITA, COAH."
"2036","Columbus, OH"
"2037","Hillsboro, OH"
"2038","Minnesota, USA"
"2039","Nottingham"
"2040","Earth"
"2041","México"
"2042","Virginia, USA"
"2043","Pensburgh, Pennsylvania"
"2044","Baltimore, MD"
"2045","Between Kate Bush & Pink Floyd"
"2046","Brisbane, Queensland"
"2047","Iowa City"
"2048","North America, Earth"
"2049","Roanoke VA"
"2050","earth"
"2051","Riverside, CA"
"2052","Rome, Italy"
"2053","Finland"
"2054","United States"
"2055","UK"
"2056","london town"
"2057","Mason, Ohio"
"2058","Eko Ile"
"2059","Michigan "
"2060","Ibadan, Nigeria"
"2061","Melbourne, Australia"
"2062","Lancashire"
"2063","Earth"
"2064","MANZANILLO, COLIMA.MEXICO"
"2065","Hungary"
"2066","Spain"
"2067","Palo Alto, CA"
"2068","Toluca, Estado de Mexico"
"2069","Chihuahua, México"
"2070","Tha hood"
"2071","Mexico City"
"2072","Eden Prairie, MN"
"2073","Baton Rouge, LA, USA"
"2074","Monterrey, Nuevo León"
"2075","Mazatlan, Sin."
"2076","Saint Louis, MO"
"2077","Hermosillo, Sonora."
"2078","California "
"2079","SoCal"
"2080","México"
"2081","Lagos"
"2082","Armeria, Colima."
"2083","México"
"2084","Los Angeles, CA"
"2085","Metepec, México"
"2086","United States"
"2087","Williamsburg, VA"
"2088","Los Angeles - South Bay"
"2089","U.S.A."
"2090","San Marcos, CA"
"2091","Burnsville, MN"
"2092","Ireland"
"2093","México"
"2094","Nogales "
"2095","California, USA"
"2096","Lázaro Cárdenas, Michoacán."
"2097","Texas, USA"
"2098","MEXICO"
"2099","León, Guanajuato"
"2100","Treaty Six"
"2101","Fresnillo, Zacatecas"
"2102","Pasadena, CA"
"2103","Texas, USA"
"2104","Philadelphia"
"2105","Columbia SC"
"2106","United States"
"2107","Leon"
"2108","Los Angeles"
"2109","Puebla, México"
"2110","Mexico"
"2111","Sydney, New South Wales"
"2112","Custer, South Dakota"
"2113","Mérida, Yucatán"
"2114","Washington DC"
"2115","Arizona, USA"
"2116","Chicago, IL"
"2117","Deep in the <U+2764><U+FE0F> of Texas"
"2118","Monterrey, Nuevo León"
