"","x"
"6488","Rocket City, AL"
"6489","Chelsea, MA"
"6490","Charlotte, NC"
"6491","Virginia"
"6492","California, USA"
"6493","Laconia, New Hampshire"
"6494","Raleigh, NC"
"6495","Nashville, TN"
"6496","Webster, MA"
"6497","Clarinda, IA"
"6498","Mars"
"6499","Phoenix, AZ"
"6500","Connecticut, USA"
"6501","Mississppi , USA"
"6502","Youngstown, Ohio"
"6503","Oklahoma, USA"
"6504","Gwynedd"
"6505","Ciudad de Guatemala"
"6506","Memphis, TN"
"6507","Springfield MO"
"6508","America"
"6509","Atlanta, Ga"
"6510","North Carolina"
"6511","http://www.lcdhd.org/locations"
"6512","Jefferson City, MO"
"6513","Washington, DC"
"6514","Philadelphia, PA"
"6515","Chapel Hill, NC"
"6516","Boston, MA"
"6517","NYC"
"6518","Hershey PA"
"6519","Texas, USA"
"6520","Albany, NY"
"6521","Knoxville, TN"
"6522","Ohio"
"6523","Amherst, MA"
"6524","Central City"
"6525","Madison, Wisconsin"
"6526","Northbrook, IL"
"6527","Salisbury, NC"
"6528","USA"
"6529","Wyoming"
"6530","Fayetteville, NC"
"6531","Oklahoma, USA"
"6532","helLl"
"6533","Scotland"
"6534","Indianapolis, IN"
"6535","Ottawa, Ontario"
"6536","Cockeysville, MD"
"6537","Copperas Cove, TX"
"6538","New York, NY"
"6539","Denver, Co."
"6540","Defiance Ohio"
"6541","Las Vegas, NV"
"6542","ATL"
"6543","In the woods of Tennessee"
"6544","New York, NY"
"6545","Lincolnshire "
"6546","United States"
"6547","United States"
"6548","New York | Atlanta | Lagos"
"6549","Bluff City, TN"
"6550","Canada!"
"6551","Schwenksville PA"
"6552","Louisville, MS"
"6553","Arkansas, USA"
"6554","Canada"
"6555"," California, USA"
"6556","Georgia, USA"
"6557","Ottawa, Ontario, Canada"
"6558","Edinburg, Tx"
"6559","New Bern NC"
"6560","Missouri, USA"
"6561","Boca Raton, FL"
"6562","North Kingsville, OH"
"6563","Defiance, Ohio"
"6564","Charlottesville, VA"
"6565","barboursville, west virginia."
"6566","Bedrock"
"6567","Pennsylvania, USA"
"6568","Pointe-Claire, Quebec"
"6569","San Antonio, TX"
"6570","Chicago"
"6571","Atlanta"
"6572","San Antonio, TX"
"6573","New York, NY"
"6574","Illinois, USA"
"6575","Lebanon"
"6576","Greensboro, NC"
"6577","Pennsylvania, USA"
"6578","Georgia, USA"
"6579","Delaware, USA"
"6580","Windsor, ON"
"6581","Savannah, GA"
"6582","Atlanta, GA"
"6583","Albany, New York"
"6584","Illinois, USA"
"6585","Indianapolis, IN"
"6586","Westminster, MD"
"6587","United States"
"6588"," LI, NY"
"6589","Zebulon, NC"
"6590","What is: Universe"
"6591","Riverside, CA"
"6592","Tennessee, USA"
"6593","Columbia, Mo."
"6594","Northern Virginia"
"6595","Waco, Texas"
"6596","Rhode Island, USA"
"6597","United States"
"6598","lincoln Arkansas"
"6599","ibiza "
"6600","Toronto, Ontario"
"6601","Long Island, NY"
"6602","London, Bangalore, Luxembourg"
"6603","College Station, TX"
"6604","Missouri, USA"
"6605","New Castle, Indiana"
"6606","Meath, Ireland"
"6607","Dublin, Ireland"
"6608","North Kansas City, MO"
"6609","Houston,TX"
"6610","Nashville, TN"
"6611","20001"
"6612","Australia"
"6613","kokomo,Indiana"
"6614","NYC, Hudson Valley, The World"
"6615","Lompoc, CA"
"6616","Evansville, Indiana"
"6617","Concord, NH"
"6618","Johor Bahru, Johor"
"6619","Ayrshire "
"6620","Texas, USA"
"6621","United States"
"6622","Ireland"
"6623","Oshawa, Ontario"
"6624","Scotland"
"6625","Georgia, USA"
"6626","Tulsa, OK"
"6627","sby"
"6628","Wrightwood, CA"
"6629","Rosario, Argentina"
"6630","North Carolina, USA"
"6631","Poole, England"
"6632","Canada"
"6633","Charlotte, NC"
"6634","Dorset"
"6635","RAPTURE"
"6636","fairyland"
"6637","Raytown, MO"
"6638","Romania"
"6639","Owensboro, KY"
"6640","Raleigh, NC"
"6641","East England"
"6642","Cleveland, TN"
"6643","Tucson, AZ"
"6644","Austin, TX"
"6645","Ireland"
"6646","Knoxville, TN"
"6647","Michigan, USA"
"6648","Boston, MA"
"6649","Toronto"
"6650","New Jersey - U.S.A"
"6651","Central and South Alabama"
"6652","Charlotte, NC"
"6653","Montgomery, AL"
"6654","Australia"
"6655","New Jersey, USA"
"6656","Nashville"
"6657","Atlanta"
"6658","United States"
"6659","California, USA"
"6660","Maine"
"6661","Norway"
"6662","Decatur, GA"
"6663","Ormond Beach"
"6664","Providence R.I"
"6665","Madison, WI"
"6666","Maine, USA"
"6667","unceded Algonquin Territory"
"6668","New York, NY"
"6669","Smithville, TN"
"6670","Raleigh, North Carolina"
"6671","Finland"
"6672","Canada"
"6673","Palm Coast, FL"
"6674","Canada"
"6675","Toronto"
"6676","Riverside, CA"
"6677","Santiago de Chile"
"6678","New York, NY"
"6679","Chicago,IL"
"6680","New York, NY"
"6681","Dayton, OH"
"6682","Milwaukee, WI"
"6683","Canada"
"6684","buried in CIDher"
"6685","San Francisco, CA, United Stat"
"6686","University of Lincoln"
"6687","United States"
"6688","Internet"
"6689","Michigan, USA"
"6690","Carl Junction, MO"
"6691","Guelph, Ontario"
"6692","Missouri, USA"
"6693","York, PA"
"6694","Grand Prairie, TX"
"6695","Ravensdale, WA"
"6696","GuamUSA"
"6697","Education is the most powerful weapon you can use to change the world. - Nelson Mandela"
"6698","england."
"6699","Spain"
"6700","Lincolnshire"
"6701","Toronto"
"6702","Clearwater, FL"
"6703","Rio,Vista, Calif "
"6704","Back of Beyond..NSW"
"6705","California, USA"
"6706","Honolulu, HI"
"6707","Atlantic Beach, FL"
"6708","Nashville, TN"
"6709","Oklahoma & Arizona"
"6710","Chillicothe, Ohio "
"6711","Roseville"
"6712","Washington, USA"
"6713","United States"
"6714","California, USA"
"6715","Flint, MI"
"6716","McDonough, Georgia"
"6717","Texas, USA"
"6718","Surabaya"
"6719","Wiltshire"
"6720","Westmont, IL"
"6721","Chicago, IL"
"6722","connecticut"
"6723","Nashville, TN"
"6724","Atlanta, Georgia"
"6725","Indianapolis, IN"
"6726","UK & Europe"
"6727","Sydney, New South Wales"
"6728","Amsterdam & Boston"
"6729","Austin, TX"
"6730","Sweden"
"6731","TN"
"6732","Finland"
"6733","Niagara"
"6734"," Mallorca <U+0001F501> Madrid"
"6735","Washington, DC"
"6736","Florida, USA"
"6737","Los Angeles, CA"
"6738","Brisbane, Australia"
"6739","Fort Collins, CO"
"6740","Detroit, MI "
"6741","Midwest City, OK"
"6742","philly"
"6743","Atlanta, GA"
"6744","Warri, Nigeria"
"6745","Mexico"
"6746","Garrett, IN"
"6747","Louisiana, USA"
"6748","New York, USA"
"6749","Riyadh"
"6750","Los Angeles, CA"
"6751","USA "
"6752","Las Vegas, NV"
"6753","Brandon, Florida"
"6754","Australia"
"6755","Manhattan, NY"
"6756","44, Sadallas"
"6757","Oklahoma, USA"
"6758","Wisconsin "
"6759","Huntington Beach, CA"
"6760","Yokosuka, Japan"
"6761","Lake Havasu City, AZ"
"6762","Denmark"
"6763","Salt Lake City, UT"
"6764","Florence, AL"
"6765","Joplin, MO"
"6766","NYC"
"6767","San Diego, CA"
"6768","Athens, GA"
"6769","Centro, Rio de Janeiro"
"6770","Australia"
"6771","Panama City, FL"
"6772","Orange County, California"
"6773","Washington, DC"
"6774","TN, USA"
"6775","Maryland, USA"
"6776","Two Harbors, MN"
"6777","Atlanta, Ga."
"6778","Atlanta"
"6779","Boone,NC"
"6780","Atlanta, GA"
"6781","Waukesha, WI"
"6782","Finland"
"6783","Saarland, Deutschland"
"6784","Las Vegas, Nevada"
"6785","Houston, TX"
"6786","Downey, Los Angeles, CA"
"6787","Mira Mesa, San Diego"
"6788","Vancouver, British Columbia"
"6789","Ithaca, NY"
"6790","USA"
"6791","#Liverpool, United Kingdom"
"6792","Little Rock, Arkansas"
"6793","Arbutus, MD"
"6794","Hashemite Kingdom of Jordan"
"6795","Latinoamericano"
"6796","Fort Lauderdale, FL"
"6797","New York"
"6798","East Bay, CA"
"6799","United States"
"6800","Arizona, USA"
"6801","Rocky Top, TN"
"6802","Los Angeles, California"
"6803","Texas, USA"
"6804","United States"
"6805","Daytona Beach, FL"
"6806","Woodstock, GA"
"6807","Branson MO"
"6808","Philadelphia, PA"
"6809","Healdsburg, CA"
"6810","Salt Lake City, UT "
"6811","Denmark"
"6812","Maryville, TN"
"6813","Scott Air Force Base"
"6814","hick town usa"
"6815","Adel, IA"
"6816","Socorro, NM"
"6817","North Manchester, IN"
"6818","Scotch Plains NJ"
"6819","Jasper, TN"
"6820","Noblesville, IN"
"6821","Idaho"
"6822","Most likely at Frontier City"
"6823","GOLDEN TRIANGLE"
"6824","jacksonville, florida"
"6825","Midwest"
"6826","Salt Lake City, Utah"
"6827","Chicago"
"6828","Mid-Michigan"
"6829","Rialto, CA"
"6830","Los Angeles, California"
"6831","Springfield, MA"
"6832","Los Angeles, California"
"6833","St Petersburg, FL"
"6834","Maryville, MO"
"6835","Oregon, USA"
"6836","Laredo, TX"
"6837","Georgia, USA"
"6838","Oregon, USA"
"6839","Paris, France"
"6840","Tallmadge, OH"
"6841","Long Island"
"6842","stinkin lincoln"
"6843","The Gem City."
"6844","Fort Wayne, IN"
"6845","Tennessee, USA"
"6846","Canada"
"6847","North Carolina, USA"
"6848","San Francisco, CA"
"6849","Decatur, Alabama, USA"
"6850","Bristol TN"
"6851","Arkansas City, KS"
"6852","Los Angeles, CA, USA"
"6853","United Kingdom"
"6854","United States"
"6855","Indiana, USA"
"6856","San Francisco, CA"
"6857","Australia"
"6858","The Shoals, Alabama"
"6859","Oakland, California"
"6860","Alabama, USA"
"6861","Troy, AL"
"6862","Bucks County, PA"
"6863","San Antonio, TX"
"6864","Edinboro"
"6865","Victoria, Australia"
"6866","San Diego, CA"
"6867","Austin, Tx"
"6868","United States"
"6869","Texas, USA"
"6870","Republic"
"6871","Nashville, TN"
"6872","Chandler, AZ"
"6873","Southeast Georgia"
"6874","United States"
"6875","Austin, Texas"
"6876","Baden-Württemberg, Germany"
"6877","San Antonio, TX"
"6878","United States"
"6879","United States"
"6880","Fargo, ND"
"6881","Texas, USA"
"6882","abilene, texas"
"6883","Indiana, USA"
"6884","Bay Area, Ca"
"6885","Mount Clemens, MI"
"6886","San Angelo, TX"
"6887","Georgia, USA"
"6888","New Orleans, LA"
"6889","Brooklyn, NY"
"6890","Tampa, FL"
"6891","West Virginia, USA"
"6892","United States"
"6893","Hillsboro, OH"
"6894","USA"
"6895","NorCal"
"6896","Wisconsin, USA"
"6897","Spartanburg, SC"
"6898","D[M]V/ Morgantown, WV"
"6899","Riverside, CA"
"6900","California, USA"
"6901","Austin, TX"
"6902","Murfreesboro, TN"
"6903","queen city "
"6904","St. Louis, MO"
"6905","Opportunity, WA"
"6906","Hellheim Forest"
"6907","Fort Frances, Ontario"
"6908","Harvard, IL"
"6909","Nevada, USA"
"6910","Chicago IL"
"6911","Portland, OR"
"6912","Saginaw, Tx"
"6913","Salt Lake City, UT"
"6914","Denver, CO"
"6915","Salt Lake City"
"6916","Royal Oak"
"6917","New Jersey, USA"
"6918","Lebanon, TN"
"6919","Richmond, VA"
"6920","Eau Claire, WI"
"6921","Arkansas City, KS"
"6922","United States"
"6923","St Louis, MO"
"6924","Birmingham, AL"
"6925","Chicago, IL"
"6926","earth"
"6927","Tennessee, USA"
"6928","Asheville, NC"
"6929","Waslla, AK"
"6930","Southern United States "
"6931","Bay Area, CA"
"6932","Los Angeles, CA"
"6933","Houston, TX"
"6934","Ramsey, NJ"
"6935","Boise, ID"
"6936","New York, USA"
"6937","Long Beach, CA"
"6938","Downers Grove, IL"
"6939","Chicago, IL"
"6940","United States"
"6941","New Jersey, USA"
"6942","New Jersey, USA"
"6943","Pontiac, Michigan"
"6944","Florida, USA"
"6945","Montana, USA"
"6946","Washington, USA"
"6947","Overland Park, KS"
"6948","New Jersey, USA"
"6949","Fayetteville, NC"
"6950","Byron, Mi"
"6951","Knoxville, TN"
"6952","Rio Rancho, NM"
"6953","Parker, CO"
"6954","Pennsylvania, USA"
"6955","Bismarck, ND"
"6956","Kansas "
"6957","Virginia, USA"
"6958","Austin, TX"
"6959","Bay Area"
"6960","Michigan, USA"
"6961","Raccoon City "
"6962","North Carolina, USA"
"6963","Utah, USA"
"6964","Texas"
"6965","Long Island"
"6966","Newport, TN"
"6967","Atlanta, GA"
"6968","Jacksboro, TN"
"6969","Midwest, USA"
"6970","Canada's Ocean Playground"
"6971","West Virginia, USA"
"6972","Chennai, India"
"6973","California"
"6974","Knoxville, TN"
"6975","Tulsa, OK"
"6976","Greenback, TN"
"6977","Ontario, Canada"
"6978","Fort Edward NY"
"6979","Pennsylvania, USA"
"6980","Anderson, IN"
"6981","Missouri, USA"
"6982","Spokane, WA"
"6983","Chicago, IL"
"6984","Los Angeles, CA"
"6985","texas"
"6986","United States"
"6987","Beaufort, SC"
"6988","Rancho Cucamonga"
"6989","Greenville, SC"
"6990","Boca Raton, FL"
"6991","Earth"
"6992","Buffalo, NY"
"6993","Altadena, CA"
"6994","Canada, Ottawa, On"
"6995","Moore, Oklahoma"
"6996","Tipton, OK"
"6997","Boston, MA"
"6998","Mid-Atlantic"
"6999","Atlanta, GA"
"7000","DFW, Texas"
"7001","Bali,Indonesia"
"7002","hell"
"7003","@fr33.99"
"7004","Winnipeg and Montreal"
"7005","Pahrump, NV"
"7006","Tennessee, USA"
"7007","New York, USA"
"7008","Chester, VA"
"7009","Charlotte, NC"
"7010","Georgia, USA"
"7011","toronto"
"7012","Los Angeles, CA"
"7013","Willis, TX"
"7014","Los Angeles"
"7015","Tyler, TX"
"7016","Los Angeles"
"7017","United States"
"7018","Valley Forge, Tennessee"
"7019","St. Louis, MO"
"7020","RENO"
"7021","Oklahoma, USA"
"7022","Chicago, IL"
"7023","Raleigh, NC"
"7024","New York, NY"
"7025","Dallas, TX"
"7026","Daphne, AL"
"7027","Boston, Ma"
"7028","Tijuca, Rio de Janeiro"
"7029","Tipton, IN"
"7030","Nashville, TN"
"7031","Atlanta, GA"
"7032","Oakland County, Michigan"
"7033","San Jose"
"7034","Belo Horizonte, Brazil"
"7035","the planet koshick"
"7036","Long Island, NY"
"7037","Austin, TX"
"7038","Rio de Janeiro(Brazil)"
"7039","Boston, MA"
"7040","Birmingham, AL"
"7041","Boston"
"7042","San Francisco, CA"
"7043","SF,CA."
"7044","Florida, USA"
"7045","Atlanta, GA"
"7046","Los Angeles"
"7047","Madison, WI"
"7048","Upper West Side, Manhattan"
"7049","from PA, once in NYC, now LA"
"7050","Los Angeles"
"7051","Texas"
"7052","Ann Arbor, MI"
"7053","Boston, MA,"
"7054","Hopatcong, NJ"
"7055","Georgia, USA"
"7056","Columbia, SC"
"7057","New Orleans"
"7058","Western Canada"
"7059","Manhattan, NY"
"7060","United States"
"7061","Earth"
"7062","Toronto"
"7063","Toronto, Ontario"
"7064","St. Louis, Mo"
"7065","Los Angeles"
"7066","Charlotte"
"7067","Dallas, TX"
"7068","Philly"
"7069","Canada"
"7070","Texas"
"7071","East Brunswick, NJ"
"7072","Tulsa"
"7073","nebraska"
"7074","Columbus, OH"
"7075","the moon "
"7076","Gretna, NE"
"7077","Gretna, NE"
"7078","Massachusetts, USA"
"7079","<U+2B06><U+FE0F>town"
"7080","knoxville"
"7081","fwtx"
"7082","DFW, Texas"
"7083","Colorado Springs, CO"
"7084","Illinois, USA"
"7085","Florida, USA"
"7086","san fernando valley"
"7087","STL"
"7088","Edgewater, Florida"
"7089","Elsberry, MO"
"7090","Fort Worth, TX"
"7091","Glens Falls, NY"
"7092","Tallahassee, FL"
"7093","Chandler, AZ"
"7094","Chicago, IL"
"7095","Denton, TX"
"7096","Planet Earth  <U+0001F30E> <U+0001F1FA><U+0001F1F8>"
"7097","Bishop, TX"
"7098","East Coast, USA"
"7099","back where it all started"
"7100","Pleasanton, CA"
"7101","Alabama, USA"
"7102","California, USA"
"7103","Whitestone, Queens"
"7104","San Antonio, TX"
"7105","Austin, TX"
"7106","North Carolina, USA"
"7107","Saskatchewan"
"7108","Concord, NC"
"7109","McKinney, Texas"
"7110","taylorville"
"7111","California, USA"
"7112","New Jersey, U.S. "
"7113","NJ "
"7114","Niagara Falls, NY"
"7115","Los Angeles/Phoenix"
"7116","Manitoba, Canada"
"7117","bi hufflepuff gal!she/her <U+0001F49B>"
"7118","United States"
"7119","Fort Worth, TX"
"7120","North Carolina, USA"
"7121","Moore, OK"
"7122","Frisco, Texas"
"7123","Santa Clarita, CA"
"7124","San Diego"
"7125","Huntsville, AL"
"7126","Dallas, Texas"
"7127","Dallas, TX"
"7128","North Carolina, USA"
"7129","South Carolina, USA"
"7130","FLA"
"7131","Dothan Al"
"7132","Canada"
"7133","United States of America"
"7134","Maryland, USA"
"7135","Los Angeles / Phoenix"
"7136","Phoenix"
"7137","Chicago"
"7138","Lima, Perú"
"7139","Nashville, TN"
"7140","Gallatin, TN"
"7141","Austin Texas"
"7142","DFW"
"7143","Jonesboro, IL"
"7144","Houston, Texas"
"7145","Texas, USA"
"7146","Iowa, USA"
"7147","Texas"
"7148","San Leandro, CA"
"7149","unknown"
"7150","NYC BIG Apple"
"7151","Tri-Valley, CA"
"7152","Phoenix"
"7153","Western Washington"
"7154","Tucson, Arizona"
"7155","Columbus, OH"
"7156","Cincinnati"
"7157","Moore, OK"
"7158","Orlando, FL "
"7159","<U+0001D4E3><U+0001D4EE><U+0001D4F7><U+0001D4F7><U+0001D4EE><U+0001D4FC><U+0001D4FC><U+0001D4EE><U+0001D4EE>, <U+0001D4E4><U+0001D4E2><U+0001D4D0>"
"7160","Oklahoma City, Oklahoma"
"7161","Austin, TX"
"7162","Denver, CO"
"7163","Bronx, NY"
"7164","St Louis, MO"
"7165","Georgia, USA"
"7166","new york"
"7167","Wentzville, MO"
"7168","Frederick, MD"
"7169","Indiana, USA"
"7170","Savannah (Ga.) Morning News"
"7171","Texas, USA"
"7172","Chicago Illinois"
"7173","Lewistown, PA"
"7174","North Carolina, USA"
"7175","Sugar House, UT"
"7176","United States"
"7177","Nebraska, USA"
"7178","Somwhere boolin"
"7179","Oregon, USA"
"7180","New York"
"7181","United States"
"7182","Tyler, TX"
"7183","Austin,Texas"
"7184","Tulare, CA"
"7185","La maison du Karma"
"7186","Denver, CO"
"7187","Clinton, TN"
"7188","Albuquerque, NM USA"
"7189","Brighton, TN"
"7190","615<U+2708><U+FE0F>864"
"7191","sheboygan wisconsin"
"7192","USA"
"7193","Denver, Colorado"
"7194","Ohio, USA"
"7195","Gallup NM"
"7196","Florence, AL"
"7197","S. California, USA"
"7198","Arizona, USA"
"7199","Canton, Michigan"
"7200","Washington, DC"
"7201","Brooklyn, NY"
"7202","Montréal, Québec"
"7203","United States"
"7204","raleigh nc "
"7205","Utah, United States"
"7206","St. Petersburg, Florida"
"7207","Niagara Falls, NY"
"7208","USA"
"7209","Billings, Montana"
"7210","Manitoba, Canada"
"7211","Dallas, TX"
"7212","Murfreesboro, TN"
"7213","Oregon"
"7214","Long Island, NY"
"7215","Piedmont, SC"
"7216","Medellin, Colombia"
"7217","Rock Island"
"7218","la la land"
"7219","Alabama, USA"
"7220","Ottawa, Ontario, Canada"
"7221","Jellico,TN"
"7222","Texas "
"7223","Buffalo, NY"
"7224","New Orleans, LA"
"7225","Colorado"
"7226","Chicago & Boston"
"7227","Los Angeles, CA"
"7228","San Bernardino, CA"
"7229","Kingston, TN"
"7230","knoxville tn"
"7231","Mobile alabama"
"7232","Tennessee, USA"
"7233","east tn "
"7234","San Diego, CA"
"7235","Rye, NY"
"7236","New Orleans, LA"
"7237","Va Beach , VA"
"7238","bradenton fl"
"7239","El Paso, TX"
"7240","Hillsville Virginia"
"7241","New York City"
"7242","Iowa, USA"
"7243","Atlanta, GA"
"7244","United States"
"7245","St louis"
"7246","Charleston, WV, US"
"7247","USA"
"7248","Cleveland, OH"
"7249","Charleston, WV, USA"
"7250","Provo, UT"
"7251","Boca Raton "
"7252","Hamilton, OH"
"7253","Lima, Ohio"
"7254","United States"
"7255","Palm Springs, CA"
"7256","Buffalo, NY"
"7257","Washington D.C."
"7258","University of Illinois"
"7259","Boston, MA"
"7260","Toronto, Ontario"
"7261","Aurora, IN"
"7262","Savannah, GA"
"7263","San Antonio,Tx "
"7264","Montreal Canada"
"7265","Houston"
"7266","Global"
"7267","Forest Park, OH"
"7268","Brooklyn, New York"
"7269","Las Vegas, NV"
"7270","Orlando Florida"
"7271","Indiana, USA"
"7272","SC: martenm"
"7273","Atlanta, GA"
"7274","Kansas, USA"
"7275","Appalachia "
"7276","Venezuela"
"7277","Raleigh, NC"
"7278","Calypso, NC"
"7279","Newport Beach, CA"
"7280","Olathe Kansas"
"7281","Southern Illinois"
"7282","USA <U+0001F1FA><U+0001F1F8>"
"7283","San Diego, CA"
"7284","Madison, GA "
"7285","Texas, USA"
"7286","Los Angeles, CA"
"7287","Raleigh, NC"
"7288","Somewhere in New York"
"7289","Orlando, FL"
"7290","Maryland, USA"
"7291","United States"
"7292","Santa Barbara, California"
"7293","Malvern, Pennsylvania, USA"
"7294","United States"
"7295","Atlanta, GA"
"7296","Shorewood IL"
"7297","Little Rock, AR"
"7298","Minnesota, USA"
"7299","Georgia, USA"
"7300","Fort Worth, TX"
"7301","Cardinal Nation"
"7302","Toronto, Canada"
"7303","Greenback TN"
"7304","Springfield, Tennessee"
"7305","Victory Lane"
"7306","Buffalo, NY"
"7307","Manchester, CT"
"7308","Nevada, USA"
"7309","Casa Grande, AZ"
"7310","Denver, CO"
"7311","Camillus, NY"
"7312","CA: oakland now, brawley bred"
"7313","Pennsylvania, USA"
"7314","Dallas, TX"
"7315","North Carolina, USA"
"7316","Toledo Ohio"
"7317","Arkansas "
"7318","Virginia, USA"
"7319","North Florida"
"7320","Mexico"
"7321","St. Louis"
"7322","Smolensk, Russia"
"7323","Richmond, VA"
"7324"," N.J"
"7325","East Nashville, TN"
"7326","Maryland."
"7327","Austin, TX"
"7328","New York"
"7329","Plano, TX"
"7330","upstate New York"
"7331","Toronto, Ontario"
"7332","Connecticut, USA"
"7333","Philadelphia, PA"
"7334","Albuquerque, NM"
"7335","Hilliard, Ohio"
"7336","Fullerton, California"
"7337","Columbus, GA"
"7338","San Francisco, CA"
"7339","Dallas, TX"
"7340","Knoxville, TN"
"7341","United States"
"7342","Mint Hill, NC"
"7343","fort worth / dallas"
"7344","good ol' nanticoke"
"7345","I'm from Montreal you idiot!"
"7346","New York, NY"
"7347","Cleveland, Ohio"
"7348","Brooklyn, NY"
"7349","Bullhead City, AZ"
"7350","Ottawa, Ontario"
"7351","Seattle, WA"
"7352","Belgrade, MN"
"7353","Indianapolis"
"7354","The Planet"
"7355","Richmond Hill"
"7356","Murrieta, CA"
"7357","Rochester, MN"
"7358","Texas, USA"
"7359","Corpus Christi, TX"
"7360","Taos Ski Valley, New Mexico"
"7361","New York, NY"
"7362","Washington, DC"
"7363","Earth"
"7364","Center of the Universe"
"7365","California, USA"
"7366","New York"
"7367","Norfolk, VA"
"7368","Charleston, WV"
"7369","New York, USA"
"7370","Michigan"
"7371","Washington, D.C."
"7372","Lima, OH"
"7373","Los Angeles, CA"
"7374","Tennessee"
"7375","Orange County, CA"
"7376","Phoenix, AZ"
"7377","Adelaide, Australia"
"7378","Kota Manado, Sulawesi Utara"
"7379","spiraling"
"7380","Fort Lauderdale, Florida "
"7381","Las Vegas, NV"
"7382","Houston, TX"
"7383","United States"
"7384","Tuscaloosa, AL"
"7385","Madisonville, TN"
"7386","Modesto, California"
"7387","San Diego, CA"
"7388","New York"
"7389","Washington, USA"
"7390","757"
"7391","Los Angeles, CA"
"7392","United States"
"7393","Chicago, IL"
"7394","Lansing, MI"
"7395","Bureaucratic Hell"
"7396","Calgary, Alberta"
"7397","Knoxville, TN"
"7398","West Virginia, USA"
"7399","Dalton, GA"
"7400","Mo City"
"7401","South Ogden, UT"
"7402","Louisville, ky"
"7403","India"
"7404","Guadalajara, Jalisco"
"7405","So. California"
"7406","Charlotte, NC"
"7407","Rochester, NY"
"7408","Boston, MA"
"7409","Ohio, USA"
"7410","Fort Worth, TX"
"7411","charlottesville"
"7412","Nashville, TN"
"7413","North Carolina, USA"
"7414","Bowling Green, KY"
"7415","United States"
"7416","Rockford, Il"
"7417","Dallas, TX"
"7418","Northeast U.S.A."
"7419","USA"
"7420","Ohio, USA"
"7421","Dallas, TX"
"7422","United States"
"7423","Uxbridge, MA"
"7424","Roanoke"
"7425","Alabama, USA"
"7426","New York, USA"
"7427","Houston, TX"
"7428","Birmingham, AL"
"7429","NJ"
"7430","Atlanta, Georgia"
"7431","Fishers, IN"
"7432","Mayville, NY"
"7433","Jamaica"
"7434","Canada "
"7435","Washington"
"7436","Ohio, USA"
"7437","Annapolis, MD"
"7438","San Marcos, TX"
"7439","Sault Ste Marie, ON"
"7440","United States"
"7441","Lebanon Connecticut"
"7442","Kentucky, USA"
"7443","New Hampshire, USA"
"7444","Illinois, USA"
"7445","Kinsley, KS"
"7446","Denver, CO"
"7447","Philadelphia, PA"
"7448","Pompton plains, NJ"
"7449","Cleveland, OH"
"7450","Columbia, SC"
"7451","Here. There. Everywhere."
"7452","Springfield"
"7453","Johnson City, Tennessee"
"7454","Springfield IL"
"7455","Saskatoon, Canada"
"7456","Indianapolis"
"7457","Ontario, Canada"
"7458","O-Town"
"7459","Darlington, SC"
"7460","Ontario, Canada"
"7461","Tulsa, OK"
"7462","San Antonio, TX"
"7463","Toronto, Ontario"
"7464","North Las Vegas, NV"
"7465","New York, NY"
"7466","Virginia, USA"
"7467","Ashland, Ohio"
"7468","Santo Domingo, Rep. Dom."
"7469","Dead City, FL "
"7470","Philadelphia, Pa"
"7471","San Antonio, TX 78229"
"7472","Centralia, IL"
"7473","<U+0001F42F>,<U+0001F334>"
"7474","NJ"
"7475","Lake City, FL"
"7476","Dearborn, Mich."
"7477","Hazleton PA"
"7478","Chicago, IL"
"7479","Birmingham, AL"
"7480","Baltimore"
"7481","Belton, Texas"
"7482","Denham Court, Sydney"
"7483","Tomahawk, Ky"
"7484","New York, USA"
"7485","Sunrise, FL"
"7486","<U+B300><U+D55C><U+BBFC><U+AD6D>"
"7487","Metro City"
"7488","Zanesville, OH"
"7489","Spring Arbor, MI USA"
"7490","moon"
"7491","Durango, México"
"7492","Burbank, CA"
"7493","Santa Rosa, CA"
"7494","United States"
"7495","Austin, tx"
"7496","North Las Vegas, NV"
"7497","United States"
"7498","Mason, OH"
"7499","Chicago Illinois"
"7500","Louisiana, USA"
"7501","Arkansas, USA"
"7502","USA,NC"
"7503","Providence, RI"
"7504","Natchitoches, LA"
"7505","Jaipur"
"7506","Ridgefield Park, NJ"
"7507","Washington"
"7508","NC"
"7509","Florida, USA"
"7510","washington"
"7511","Texas"
"7512","Chicago"
"7513","Nashville, TN"
"7514","Nashville, TN"
"7515","Las Vegas"
"7516","Pennsylvania, USA"
"7517","Dooly"
"7518","Florida, USA"
"7519","Norfolk, VA"
"7520","Rhode Island"
"7521","Cleveland, Ohio"
"7522","<U+264F>#Team<U+0001F982>#Team<U+0001F469><U+200D><U+0001F466>#blessed<U+0001F64F><U+0001F3FE>"
"7523","NC"
"7524","Los Angeles, CA"
"7525","Leesburg, VA"
"7526","Woodbridge, VA"
"7527","Atlanta, GA"
"7528","Knoxville, TN"
"7529","Cleveland"
"7530","The gym"
"7531","YoHead Junction"
"7532","Regina, Saskatchewan"
"7533","Louisville, KY"
"7534","Buffalo NY"
"7535","Philadelphia"
"7536","Enfield, CT"
"7537","Cambridge, MA"
"7538","Buffalo, NY"
"7539","Brooklyn, NY"
"7540","Ashburn, VA"
"7541","Sometimes, NJ"
"7542","Jamestown, CA"
"7543","Columbus, Ohio"
