"","x"
"3728","Houston, TX"
"3729","Newport, RI"
"3730","Edmonton, Alberta, Canada"
"3731","Texas, USA"
"3732","Atlanta, GA"
"3733","Houston, TX"
"3734","Tucson, AZ"
"3735","Ontario Canada"
"3736","Columbus Grove, OH"
"3737","Long Island, New York"
"3738","N Da Bricks W da JITSS<U+0001F4CD>"
"3739","Georgia, USA"
"3740","earth"
"3741","San Francisco Bay Area, CA"
"3742","Ottawa"
"3743","Montréal, Québec"
"3744","Pennsylvania, USA"
"3745","Plymouth, England"
"3746","Depew, NY"
"3747","Dallas, TX"
"3748","Texas, USA"
"3749","Canada"
"3750","Mt. Hood, Oregon"
"3751","Philadelphia, PA"
"3752","Central Texas"
"3753","Albuquerque, NM"
"3754","Melbourne, Victoria"
"3755","Maryland, USA"
"3756","Wilmington, NC"
"3757","Next:Tofino Was:C.Mujures&SMA"
"3758","Ontario"
"3759","Chicago, Illinois"
"3760","Newfoundland and Labrador, Can"
"3761","NYC"
"3762","Canada"
"3763","Naptown, USA."
"3764","Baltimore, MD"
"3765","Louisville, KY"
"3766","Reno"
"3767","cheshire"
"3768","lynn, ma"
"3769","Madison, WI"
"3770","NO lists please! I will block."
"3771","North Carolina, USA"
"3772","Canada"
"3773","Albuquerque, NM"
"3774","Ontario, Canada"
"3775","California, USA"
"3776","Murfreesboro, TN"
"3777","Tuscaloosa, AL"
"3778","Edmonton, AB Canada"
"3779","United States"
"3780","Hoosier Land "
"3781","Florida"
"3782","east orlando"
"3783","McLean, VA"
"3784","Southern California "
"3785","CLEVELAND, OH "
"3786","Redding, CA"
"3787","UL18"
"3788","Austin"
"3789","Philly/North Wildwood"
"3790","Wisconsin, USA"
"3791","Nevada, USA"
"3792","Hollywoo"
"3793","New York, USA"
"3794","Carrollton, TX"
"3795","Bridgewater, MA"
"3796","Edmonton, Alberta, Canada"
"3797","Alaska, USA"
"3798","Georgia, USA"
"3799","Det <U+0001F4CD>"
"3800","Chicago, IL"
"3801","United States"
"3802","Pennsylvania, USA"
"3803","Massillon, OH"
"3804","New York City, United States"
"3805","Indianapolis"
"3806","Texas, USA"
"3807","Nueva Esparta, Venezuela"
"3808","Portland,OR"
"3809","7235 Coral Way,Miami,FL 33155"
"3810","Chesapeake, VA"
"3811","California, USA"
"3812","Long Island, NY"
"3813","Detroit, MI"
"3814","Phoenix, AZ"
"3815","Arkansas, USA"
"3816","$KahliaNicole"
"3817","Virginia, USA"
"3818","Fort Lauderdale, FL "
"3819","Dead"
"3820","Florida"
"3821","West$ide,La"
"3822","Los Angeles"
"3823","Los Angeles, CA"
"3824","Columbus, OH"
"3825","Ottawa, Ontario"
"3826","Coral Springs, FL"
"3827","USA"
"3828","Bakersfield, CA"
"3829","Phoenix, AZ"
"3830","Ontario, Canada"
"3831","Canada"
"3832","Rochester, NY"
"3833","Pennsylvania, USA"
"3834","Toronto, Canada"
"3835","tx "
"3836","Nyc"
"3837","Brooklyn, NY"
"3838","Macomb, IL"
"3839"," MN"
"3840","Lake City, SC"
"3841","Ottawa"
"3842","GEORGIA, USA"
"3843","Arlington, TX"
"3844","California, USA"
"3845","Earth"
"3846","Canada"
"3847","South Carolina "
"3848","New Palestine, IN"
"3849","Montréal"
"3850","New Palestine, IN"
"3851","Austin, TX"
"3852","Texas"
"3853","Long Island, New York"
"3854","el pueblo colorado"
"3855","Irvine, CA"
"3856","South Gate, CA"
"3857","Westminster, CA"
"3858","Brooklyn, NY"
"3859","The Woodlands, TX"
"3860","Bingham, ME"
"3861","Pflugerville, TX"
"3862","Ky"
"3863","S FL"
"3864","The Mother Ship"
"3865","Franklin, TN"
"3866","<U+01DD><U+028C><U+0250> uoo<U+026F><U+028E><U+01DD>uo<U+0265>"
"3867","
"
"3868","Lenexa, Kansas"
"3869","Dallas, TX"
"3870"," #CALIFORNIA Cruz-in #MCGA"
"3871","Henderson, KY"
"3872","Orlando, FL"
"3873","my mans heart"
"3874","Maryland"
"3875","California, USA"
"3876","Baltimore, MD"
"3877","AZ by way of CA"
"3878","Phoenix, AZ"
"3879","Michigan, USA"
"3880","Texas, USA"
"3881","Crystal Lake, IL"
"3882","Alaska, USA"
"3883","Washington, DC"
"3884","Racing Capital of the World"
"3885","Ft. Collins, CO"
"3886","Canada <U+0001F1E8><U+0001F1E6>"
"3887","#WI #NewNorth #DoorCounty #NY"
"3888","California, USA"
"3889","956<U+0001F449><U+0001F3FB>254 "
"3890","Ontario, Canada"
"3891","San Antonio, TX"
"3892","Tennessee, USA"
"3893","Florida, USA"
"3894","Bloomfield, NJ"
"3895","Stanford KY"
"3896","Ireland"
"3897","Long Island, NY "
"3898","Fair Oaks, CA"
"3899","Nashville, TN"
"3900","Newfoundland and Labrador, CA"
"3901","Pine Hill, NJ"
"3902","Austin, TX"
"3903","Lee's Summit, MO"
"3904","Jacksonville, FL"
"3905","Probs Somewhere Drunk , Tx"
"3906","Missouri, USA"
"3907","Pembroke, NC"
"3908","California, USA"
"3909","United States"
"3910","Not in Kansas anymore"
"3911","California"
"3912","Montréal, Canada"
"3913","United States"
"3914","<U+0001F4CD> Southside"
"3915","Edmonton, Alberta"
"3916","Columbus, OH"
"3917","Indiana, USA"
"3918","Australia"
"3919","New York, NY"
"3920","Orlando, FL"
"3921","Indianapolis, IN"
"3922","North Dakota"
"3923","USA"
"3924","DuckedOff<U+270D><U+0001F3FC>"
"3925","Sacramento, CA"
"3926","North Carolina, USA"
"3927","Riverside, CA"
"3928","Sharpsburg, Md "
"3929","Minneapolis, MN"
"3930","United States"
"3931","Albany New York"
"3932","GA/NC"
"3933","St. Louis "
"3934","I mute with reckless abandon. #INTJ"
"3935","Mississippi, USA"
"3936","New Jersey, USA"
"3937","Paradise City"
"3938","New York, New York"
"3939","Philadelphia, PA"
"3940","Los Angeles CA"
"3941","AyBayBayLand, LA"
"3942","Bolingbrook, IL"
"3943","Washington, USA"
"3944","Spring Hill Fl"
"3945","New Jersey, USA"
"3946","Oakland, CA"
"3947","Albemarle, NC"
"3948","Massachusetts, USA"
"3949","Fort Wayne, IN"
"3950","Stuart's Draft Virginia "
"3951","calgary"
"3952","Fort Wayne, IN"
"3953","MD"
"3954","Miami, FL"
"3955","Houston, TX"
"3956","Illinois, USA"
"3957","Hammond, LA"
"3958","Arkansas, USA"
"3959","West Virginia, USA"
"3960","San Francisco, CA"
"3961","Maryland, USA"
"3962","Thug's World<U+267B><U+FE0F>"
"3963","cali"
"3964","³"
"3965","Red Deer, Alberta"
"3966","Texas"
"3967","Oregon, USA"
"3968","Im from the 912."
"3969","Northern Indiana, USA"
"3970","Albuquerque, NM"
"3971","green$boro / fayetteville "
"3972","United States"
"3973","somewhere fuckin it up<U+0001F445><U+2728>"
"3974","Cedar Rapids, IA"
"3975","Pennsylvania, USA"
"3976","Canada"
"3977","victoria’s secret"
"3978","Rhinelander, WI"
"3979","Ohio, USA"
"3980","Elkhart, IN"
"3981","Austin, TX"
"3982","Toronto"
"3983","Sacramento, CA"
"3984","Durham, NC"
"3985","United States"
"3986","Detroit, MI"
"3987","Ohio"
"3988","htx"
"3989","New York City"
"3990","Ontario, Canada"
"3991","Houston, TX"
"3992","Ogden, UT"
"3993","Austin"
"3994","Windber, PA"
"3995","St Joseph, MO"
"3996","Central New York"
"3997","Barrie, ON"
"3998","Dallas, TX"
"3999","Conway, AR"
"4000","The Abyss"
"4001","Burlingame, CA"
"4002","Maine, USA"
"4003"," "
"4004","United States"
"4005","Houston, TX"
"4006","Finland"
"4007","wollongong"
"4008","Milwaukee, WI"
"4009","Sunrise Manor, NV"
"4010","Texas, USA"
"4011","East Hartford, CT"
"4012","Texas"
"4013","United States"
"4014","North America"
"4015","Bath, OH"
"4016","Ottawa, Ontario"
"4017","Indiana"
"4018","Maine, USA"
"4019","Williamsburg"
"4020","Missin my Bro Blinky! "
"4021","757"
"4022","Melanin Poppin "
"4023","New York, NY"
"4024","East Helena, MT"
"4025","New York, NY"
"4026","Los Angeles, CA"
"4027","California"
"4028","Scottsdale, AZ"
"4029","s<U+1D04><U+2765>"
"4030","United States"
"4031","http://tlcbooktours.com"
"4032","Ohio"
"4033","Seattle, WA"
"4034","En tierra Guaiquerí"
"4035","Chapel Hill, North Carolina"
"4036","Maine, USA"
"4037","Arroyo Grande, CA"
"4038","Indiana, USA"
"4039","Florida, USA"
"4040","Springfield, VA"
"4041","Ina Different Space <U+0001F92B><U+2757><U+FE0F>"
"4042","Marlboro County"
"4043","Minnesota"
"4044","Lafayette,Al"
"4045","Montréal, Québec"
"4046","yay area"
"4047","Charleston, SC"
"4048","New york"
"4049","NOLA|HOU."
"4050","Midland, TX"
"4051","PHOENIX"
"4052","Dallas, TX"
"4053","Los Angeles, CA"
"4054","Highland, IL"
"4055","Detroit, MI"
"4056","Hardinsburg Ky."
"4057","Ocean City, NJ"
"4058","Pasadena, Ca"
"4059","Norwalk CA."
"4060","Los Angeles, CA"
"4061","Decatur, GA"
"4062","San Diego, CA"
"4063","H-Town"
"4064","California, USA"
"4065","Toronto, Ontario"
"4066","San Benito, TX"
"4067","Canada"
"4068","Youngstown, OH"
"4069","Evanston, IL"
"4070","San Diego, CA"
"4071","west coast, Canada."
"4072","Atlanta, GA"
"4073","ontario, canada"
"4074","Kansas City, MO"
"4075","Denton, TX"
"4076","Roanoke, TX"
"4077","Seal Beach, CA"
"4078","ATX | TheVille"
"4079","Jacksonville, FL"
"4080","wit yo bitch on god "
"4081","McLean, VA."
"4082","Los Angeles, CA"
"4083","Oklahoma City, OK"
"4084","San Marcos, TX"
"4085","gay ass fem<U+0001F3F3><U+FE0F><U+200D><U+0001F308><U+0001F924>"
"4086","DC"
"4087","Alabama"
"4088","Kearney, NE"
"4089","United States"
"4090","seven trees"
"4091","<U+2600><U+FE0F><U+2600><U+FE0F><U+2600><U+FE0F>"
"4092","Orlando, FL"
"4093","City Girl..."
"4094","The South, USA"
"4095","Dallas, TX"
"4096","Newton, MS"
"4097","Odem, TX"
"4098","New York, USA"
"4099","Indianapolis, IN"
"4100","Houston, TX"
"4101","Orlando, FL"
"4102","Baltimore"
"4103","Florida, USA"
"4104","Canada"
"4105","Maryland, USA"
"4106","Yo nigga house "
"4107","Atlanta, GA"
"4108","Olathe, KS"
"4109","Seymour, IN"
"4110","Scranton<U+0001F4CD>"
"4111","Indy"
"4112","Souf Jxn"
"4113","Houston, TX"
"4114","Camden, NJ"
"4115","Oregon, USA"
"4116","Canada"
"4117","Houston, TX"
"4118","7/S Ranch"
"4119","Memphis, TN"
"4120","Irvington, NJ"
"4121","Bolingbrook, IL"
"4122","Tallahassee, FL, USA"
"4123","Illinois, USA"
"4124","Tongva land"
"4125","New York, NY"
"4126","Wisconsin"
"4127","Okeechobee, fl "
"4128","Columbus, OH"
"4129","Pittsburgh, PA"
"4130","Canada"
"4131","Mitchell, SD"
"4132","vallejo, ca"
"4133","WhereTheWildThingsAre,Virginia"
"4134","Missouri City, TX"
"4135","Houston, TX"
"4136","Central Fl"
"4137","Ottawa, Ontario"
"4138","Sunshine Coast BC"
"4139","Tennessee, USA"
"4140","Palisades, NY"
"4141","EARTH"
"4142","Los Angeles, CA"
"4143","<U+0441><U+043D>i<U+0432><U+0430><U+0001F3ED>"
"4144","Divine Providence"
"4145","Houston, TX"
"4146","probably on a golf course"
"4147","803/828"
"4148","Orlando, FL"
"4149","Kentucky, USA"
"4150","East Coast, USA"
"4151","Annapolis, MD"
"4152","Columbus, OH "
"4153","N"
"4154","Chicago, IL"
"4155","Lexington, KY "
"4156","Chico, Ca"
"4157","Houston, TX"
"4158","Kentucky, USA"
"4159","Washington, DC"
"4160","United States"
"4161","Minnesota"
"4162","Fort Bragg, NC"
"4163","Bronx"
"4164","New York, New York"
"4165","Australia"
"4166","Worldwide"
"4167","MIA"
"4168","Minneapolis, MN"
"4169","Los Angeles, CA"
"4170","Lytle, TX"
"4171","Kagoshima , JAPAN"
"4172","Queens, NY"
"4173","<U+65E5><U+672C> <U+6771><U+4EAC>"
"4174","NYC"
"4175","Houston, TX"
"4176","Buck Creek, USA"
"4177","Kingsville, TX"
"4178","Eastern Trenches"
"4179","Mudville"
"4180"," kanagawa,JP"
"4181","Hockey Hell, NC"
"4182","granbury, tx"
"4183","Indianapolis"
"4184","Clovis California"
"4185","North Carolina, USA"
"4186","Texas, USA"
"4187","Earth"
"4188","United States"
"4189","USA"
"4190","New York"
"4191","Queens, NY"
"4192","Los Angeles, CA"
"4193","Albuquerque, NM"
"4194","Columbus, Ohio"
"4195","Mississippi"
"4196","#timekills"
"4197","Americus, GA"
"4198","Fayetteville, NC"
"4199","San Francisco, CA"
"4200","Los Angeles, CA"
"4201","Arizona, USA"
"4202","Jacksonville, Alabama"
"4203","View Park-Windsor Hills, CA"
"4204","Mesa, AZ"
"4205","Swansea, MA"
"4206","Dakota City, IA"
"4207","40.887590000, -74.575584000"
"4208","California, USA"
"4209","Louisville, KY"
"4210","indy"
"4211","Oklahoma, USA"
"4212","Chicago, IL"
"4213","Valenciennes, France"
"4214","somewhere cooking"
"4215","Detroit, MI"
"4216","Michigan, USA"
"4217","Billings, MT"
"4218","Tennessee"
"4219","UNITED STATES of AMERICA"
"4220","Brooklyn, NY"
"4221","chicago"
"4222","Los Angeles, CA"
"4223","Clinton, MO"
"4224","Ontario, Canada"
"4225","<U+5B9F><U+969B><U+307F><U+3093><U+306A><U+9000><U+5C48><U+305D><U+3046><U+3060><U+304B><U+3089> !"
"4226","Normal, IL"
"4227","Manchester, CT"
"4228","La Feria, TX"
"4229","Selma, CA"
"4230","Tustin, CA"
"4231","AT THE MOVIES"
"4232","Memphis, TN"
"4233","Somewhere else... again. "
"4234","Cincinnati, OH"
"4235","Texas"
"4236","NJ"
"4237","on the corner of main street"
"4238","Earth!"
"4239","Florida, USA"
"4240","Nebraska"
"4241","Palm Beach County, FL"
"4242","Ontario, Canada <U+0001F1E8><U+0001F1E6>"
"4243","Washington, DC"
"4244","Jersey City, NJ"
"4245","California, USA"
"4246","http://eepurl.com/bFtbPT"
"4247","Tacoma, WA"
"4248","North Carolina, USA"
"4249","Michigan, USA"
"4250","NYC"
"4251","my bed"
"4252","Louisiana, USA"
"4253","Ontario"
"4254","Baytown, TX"
"4255","Irvine, CA"
"4256","KY <U+2708><U+FE0F> GA"
"4257","nky"
"4258","California, USA"
"4259","Calgary, AB"
"4260","Los Angeles, CA"
"4261","Santa Monica, CA"
"4262","Maryland, USA"
"4263","The Halberd"
"4264","iOwa"
"4265","sydney australia"
"4266","Probably somewhere Eating"
"4267","Denton, TX"
"4268","Some where on Earth"
"4269","Berkeley, CA"
"4270","Denver, CO"
"4271","London, England"
"4272","Alabama, USA"
"4273","Massachusetts, USA"
"4274","Vermont"
"4275","Columbus, OH"
"4276","Traveling wind technician"
"4277","Ontario, Canada"
"4278","Earth"
"4279","FWTX"
"4280","Jamaica"
"4281","Oregon, USA"
"4282","Tampa, FL"
"4283","Hellabama"
"4284","Toronto, Canada   (thankfully)"
"4285","East Palestine, OH"
"4286","United States"
"4287","NYC"
"4288","Cleveland, OH"
"4289","Fresno, CA"
"4290","Columbus, OH"
"4291","Dallas"
"4292","Maryland, USA"
"4293","San Antonio, TX"
"4294","tampa"
"4295","Redlands, CA"
"4296","Birmingham, Al "
"4297","petting dogs"
"4298","Missouri, USA"
"4299","Most likley hell"
"4300","Kansas, USA"
"4301","New York, NY"
"4302","Ottawa"
"4303","under the sea"
"4304","Wunderland"
"4305","Canada"
"4306","Greenfield, IN"
"4307","Commerce, TX"
"4308","O C E A N S I D E , CA "
"4309","Oregon, USA"
"4310","Chitown"
"4311","Tennessee, USA"
"4312","Ontario, Canada"
"4313","Texas"
"4314","United States"
"4315","Philadelphia, PA"
"4316","Philadelphia, PA"
"4317","Houston, TX"
"4318","United States of America"
"4319","Ireland"
"4320","La Feria, TX"
"4321","Bronx, NY"
"4322","Yadkinville, North Carolina"
"4323","New York, NY"
"4324","edina"
"4325","Nap"
"4326","Auburn Hills, MI"
"4327","TEXA$"
"4328","Saint Louis, MO"
"4329","Canada"
"4330","Quebec"
"4331","Westfield, NY"
"4332","Venezuela"
"4333","Connecticut, USA"
"4334","Athens, Georgia"
"4335","Indianapolis"
"4336","Arizona Bay"
"4337","New Mexico, USA"
"4338","Rio de Janeiro, Brazil"
"4339","off the court"
"4340","Chicago, IL"
"4341","United States"
"4342","Ohio, USA"
"4343","California, USA"
"4344","Massachusetts, USA"
"4345","Chicago, IL"
"4346","San Diego, CA"
"4347","Los Angeles, CA"
"4348","Texas"
"4349","Santee CA"
"4350","GA  <U+2708><U+FE0F>  FL "
"4351","Crow Wing County, Minnesota"
"4352","Germany"
"4353","Sacramento CA USA"
"4354","Los Angeles, CA"
"4355","The Bronx"
"4356","Massachusetts, USA"
"4357","North Carolina, USA"
"4358","California, USA"
"4359","Mishawaka IN"
"4360","Toronto, Ontario"
"4361","Brooklyn, NY"
"4362","Dallas, TX"
"4363","North Carolina, USA"
"4364","Queens, NY"
"4365","Oregon, USA"
"4366","Whitestone"
"4367","Oxford, MS"
"4368","los angeles, new orleans"
"4369","houston. "
"4370","Florida"
"4371","At corner of Walk/Don't Walk"
"4372","Houston, TX"
"4373","United States"
"4374","California, USA"
"4375","Devils Tower, WY"
"4376","Denton, TX"
"4377","Ohio, USA"
"4378","Knoxville, Tennessee"
"4379","Palatka, FL"
"4380","Statesboro, GA"
"4381","San Pablo, CA"
"4382","Dallas TX"
"4383","Metro Phoenix"
"4384","Windsor, Ontario"
"4385","Ames, IA"
"4386","Minnesota, USA"
"4387","Columbus, OH"
"4388","Georgia, USA"
"4389","Clovis, CA"
"4390","San Marcos, TX"
"4391","Durham, NC"
"4392","bay area, ca"
"4393","North Carolina, USA <U+2600><U+FE0F>"
"4394","Edinburg, TX"
"4395","St Peters Mo"
"4396","somewhere in a maserati "
"4397","Maine, USA"
"4398","Radcliff, KY"
"4399","Austin, TX"
"4400","United States"
"4401","Michigan"
"4402","Troy, AL"
"4403","Fresno, CA"
"4404","Washington, DC"
"4405","Indiana, USA"
"4406","Bluffton, SC"
"4407","Earth"
"4408","Nashville, TN"
"4409","Texas, USA"
"4410","Northern California"
"4411","Southeast Lou-Zee <U+2708><U+FE0F> DF-Dubya"
"4412","pennsylvania"
"4413","Missouri, USA"
"4414","Michigan, USA"
"4415","Detroit MI <U+2708> Las Vegas NV"
"4416","Ontario, CA"
"4417","Provo, UT"
"4418","Philly"
"4419","Virginia, USA"
"4420","Dallas, TX"
"4421","Compton, Ca"
"4422","go to the jungle...ask for me"
"4423","Austin, TX"
"4424","St Charles, MO"
"4425","Tucson"
"4426","HOPE BELIEVE PRAY "
"4427","South Carolina, USA"
"4428","Austell, Georgia"
"4429","Athens, TN"
"4430","URGENCIAS"
"4431","Ontario, Canada"
"4432","Cincinnati, Ohio USA"
"4433","New Palestine, IN"
"4434","Washington, DC"
"4435","Dunbar, WV"
"4436","Las Vegas, NV"
"4437","Lake Havasu City, AZ"
"4438","Kankakee, IL"
"4439","Independence, MO"
"4440","Argyle, NY"
"4441","Queens, NY"
"4442","Las Vegas, NV"
"4443","NYC"
"4444","Miami, FL"
"4445","Chicago, IL"
"4446","sad"
"4447","On The Road"
"4448","Michigan "
"4449","virginia"
"4450","Frederick, CO"
"4451","Chicago, IL"
"4452","Northwest Georgia"
"4453","Phoenix, AZ"
"4454","New York, NY"
"4455","Sweetwater, TN"
"4456","San Jose, CA"
"4457","409"
"4458","TX"
"4459","Connecticut, USA"
"4460","Orlando, FL"
"4461","San Diego"
"4462","Kitchener"
"4463","South Jordan, UT"
"4464","Kentucky, USA"
"4465","Oklahoma City, OK"
"4466","Ottawa, Ontario"
"4467","Olla, LA"
"4468","NYC"
"4469","NJ "
"4470","Chi City Sittin Pretty ;)"
"4471","Texas, USA"
"4472","Missouri City, TX"
"4473","Youngstown, OH"
"4474","Houston, TX"
"4475","Kentucky, USA"
"4476","Finland"
"4477","Lake Tahoe"
"4478","Midwest"
"4479","Oley, PA"
"4480","nyc"
"4481","Houston, Tx"
"4482","Hanover, NH"
"4483","Wichita, Kansas"
"4484","Dinuba, CA"
"4485","Los Angeles, CA"
"4486","CANADA"
"4487","Vineland, NJ"
"4488","Clinton, MS"
"4489","Loner Ville"
"4490","Riverside, CA"
"4491","Dallas, TX"
"4492","FL/CT"
"4493","Bronx, NY"
"4494","Nashville, TN"
"4495","Arizona, USA"
"4496","Canada"
"4497","Reserve, LA"
"4498","VidCon City, California "
"4499","Ohio, USA"
"4500","Midland, TX"
"4501","not Liverpool anymore"
"4502","Nashville, TN"
"4503","with ya girl"
"4504","at ya bd hize"
"4505","Saturn"
"4506","jersey"
"4507","New York, USA"
"4508","Connecticut, USA"
"4509","Pittsburgh"
"4510","United States"
"4511","Bowling Green, KY"
"4512","Kentucky. "
"4513","Texas"
"4514","Evansville, IN."
"4515","San Diego, CA"
"4516","SevenFive"
"4517","MSU '18 "
"4518","Earth"
"4519","Manchester, NJ"
"4520","The gym"
"4521","Texas, USA"
"4522","DDD,Tx"
"4523","Texas"
"4524","Round Rock Texas"
"4525","Denmark"
"4526","Oxnard, CA"
"4527","Chicago, IL"
"4528","NYC Cap D’Antibes Woodstock "
"4529","Bowling Green, KY"
"4530","Newport News, Va"
"4531","Doraville, Georgia"
"4532","Keller, TX"
"4533","Liechtenstein"
"4534","North Carolina, USA"
"4535","Chicago, IL"
"4536","New York, NY"
"4537","Long Island, NY"
"4538","Finland"
"4539","Houston"
"4540","Wisconsin, USA"
"4541","Lima, OH"
"4542","Brooklyn, NY"
"4543","United States"
"4544","NYC"
"4545","Houston, Tx "
"4546","Hell, MI"
"4547","Denver, CO"
"4548","San Francisco"
"4549","Newport News, VA"
"4550","Memphis, TN"
"4551","Denver, Colorado"
"4552","Cincinnati, OH"
"4553","Woodstock, Ontario"
"4554","New Orleans"
"4555","Tri-Cities, WA"
"4556","Huntsville, Texas"
"4557","Oakland, CA"
"4558","On The Run"
"4559","Texas, USA"
"4560","Georgia, USA"
"4561","New York, NY"
"4562","Durango, CO"
"4563","Toronto"
"4564","Ft Lauderdale FL, USA"
"4565","Minnesota, USA"
"4566","New York"
"4567","Texas, USA"
"4568","Lebanon"
"4569","Florida, USA"
"4570","Los Angeles, CA"
"4571","936"
"4572","Auburn, Massachusetts"
"4573","Lansing, IL"
"4574","Chicago, IL"
"4575","San Diego, CA "
"4576","Little Rock, AR"
"4577","<U+0001D665><U+0001D656><U+0001D667><U+0001D656><U+0001D659><U+0001D65E><U+0001D668><U+0001D65A>"
"4578","Alcorn State"
"4579","Albuquerque, NM"
"4580","Kentucky, USA"
"4581","Charlotte, NC"
"4582","dallas<U+0001F49A>"
"4583","new york city"
"4584","baltimore"
"4585","Oxford, England"
"4586","Myrtle Beach, SC"
"4587","Hawaiian Beaches, HI"
"4588","Raleigh, NC"
"4589","Phoenix, AZ"
"4590","United States"
"4591","Stanford, KY"
"4592","NYC"
"4593","Dallas, TX"
"4594","blythewood, south carolina"
"4595","Georgia, USA"
"4596","Plano, TX"
"4597","Indianapolis"
"4598","Worcester"
"4599","La Crosse, WI"
"4600","Stanford, Kentucky"
"4601","Denver, CO"
"4602","All around d world!"
"4603","yokohama"
"4604","Los Angeles, CA"
"4605","Fredericton "
"4606","Washington, USA"
"4607","Port Arthur, TX"
"4608","West Palm Beach, FL"
"4609","jacksonville fl"
"4610","R.I.P Grandaddy "
"4611","Chicago, IL"
"4612","Chicago, IL"
"4613","Kansas City, KS"
"4614","Waltham MA"
"4615","New York, New York"
"4616","chicago il"
"4617","Chicago"
"4618","Los Angeles"
"4619","Washington"
"4620","Hollywood, FL"
"4621","Nashville, TN"
"4622","California, USA"
"4623","Arizona, USA"
"4624","San Francisco Bay Area, CA"
"4625","bay area"
"4626","Los Angeles, CA"
"4627","NY<U+0001F501>SATX <U+2661>"
"4628","USA"
"4629","Sanford, Maine"
"4630","Dorset"
"4631","Hot Springs, AR"
"4632","Georgia, USA"
"4633","South Bend, IN"
"4634","Texas, USA"
"4635","Los Angeles, CA"
"4636","somewhere in neverland"
"4637","USA"
"4638","Montréal, Québec"
"4639","San Mateo County, California"
"4640","Creston, Iowa"
"4641","NC "
"4642","Georgia, USA"
"4643","San Benito, TX"
"4644","<U+0001F1EF><U+0001F1F2>"
"4645","Dreamland"
"4646","Atlanta, GA"
"4647","Seaford, DE"
"4648","JERSEY"
"4649","Buford, GA"
"4650","California, USA"
"4651","Lowell, MA"
"4652","Conroe, TX"
"4653","Glenview, IL"
"4654","San Diego, CA"
"4655","Montréal, Québec"
"4656","California, USA"
"4657","Atlanta, GA"
"4658","OKC"
"4659","JACKSONVILLE, FLORIDA"
"4660","w: my man<U+2764><U+FE0F>"
"4661","Cherry Hills Village, CO"
"4662","Stockton, CA"
"4663","305"
"4664","Orem, UT"
"4665","honeymoon ave"
"4666","California, USA"
"4667","Dalton, GA"
"4668","San Antonio, TX"
"4669","Virginia, USA"
"4670","Texas, USA"
"4671","Los Angeles, CA"
"4672","Minneapolis, MN"
"4673","Las Vegas NV & Angeles City PH"
"4674","California, USA"
"4675","Canada"
"4676","Killeen, TX"
"4677","Oakland, CA"
"4678","Lafayette, IN"
"4679","Saratoga Springs, NY"
"4680","St Louis, MO"
"4681","London, England"
"4682","Texas"
"4683","Houston MF TEXAS HOE"
"4684","Asheville, NC"
"4685","Shelby, MI"
"4686","Highlands, TX"
"4687","Tampa"
"4688","TAMERETHA<U+0001F5A4><U+0001F30E>"
"4689","Atlanta, GA"
"4690","<U+26BE><U+FE0F>Giants<U+26AB><U+FE0F>  Niner<U+2764><U+FE0F>"
"4691","MN"
"4692","Ruston, LA"
"4693","League City, TX"
"4694","parktown,usa"
"4695","United States"
"4696","Chandler, AZ"
"4697","Chicago, IL"
"4698","Atlanta, GA"
"4699","Lawrence Ma"
"4700","Edinburg, TX"
"4701","Youngstown, OH"
"4702","Baton Rouge, LA"
"4703","University of GA"
"4704","Denton, TX"
"4705","Mobile Al"
"4706","Location: Lake Erie"
"4707","Dallas TX"
"4708","Mobile AL"
"4709","yay area "
"4710","Bay Area, CA"
"4711","Atlanta, GA"
"4712","Malibu, CA"
"4713","Alaska, USA"
"4714","United States"
"4715","North Carolina"
"4716","NC A&T SU <U+0001F49B><U+0001F499>"
"4717","Canada"
"4718","Arkansas, USA"
"4719","Detroit, MI"
"4720","El Paso, TX"
"4721","South Boston, MA "
"4722","Houston, TX"
"4723","New Orleans, LA"
"4724","Los Angeles, CA"
"4725","Aspen, CO"
"4726","Florida, USA"
"4727","Cleveland, OH"
"4728","DTX"
"4729","Ontario, CA"
"4730","South Bend, IN"
"4731","Texas, USA"
"4732","Las Vegas, NV"
"4733","Abbeville, LA"
"4734","Br "
"4735","Las Cruces, NM"
"4736","Kentucky, USA"
"4737","El Paso, TX"
"4738","Warsaw, IN"
"4739","Lincoln Heights, Los Angeles"
"4740","Myrtle Beach, SC"
"4741","Ohio, USA"
"4742","Hershey, PA"
"4743","New Jersey, USA"
"4744","South Carolina, USA"
"4745","Bell Gardens, CA"
"4746","Texas, USA"
"4747","Fitchburg, MA"
"4748","Bolingbrook, IL"
"4749","Minneapolis, MN"
"4750","Marion, IN"
"4751","New Bern, NC"
"4752","Tulsa,OK"
"4753","Florida, USA"
"4754","captin save a whore nigga "
"4755","Boston"
"4756","Stockton, CA"
"4757","San Benito, TX"
"4758","clio"
"4759","Oklahoma, USA"
"4760","Durham, NC<U+0001F4CD>"
"4761","El Campo, TX"
"4762","Ottawa"
"4763","kass’ house"
"4764","paradise "
"4765","Bunkie318 <U+2708> Dallas "
"4766","Dallas, Texas"
"4767","New Jersey, USA"
"4768","St Louis, MO"
"4769","Washington, DC"
"4770","Podunk"
"4771","Weehawken,NJ"
"4772","Kearney, NE"
